sig_id,cell_iname,donor_sex,pert_idose,pert_itime
ASG002_YH13_24H:G15,YH13,M,0.12 uM,24 h
ASG001_PC3_6H:L05,PC3,M,0.08 uM,6 h
ASG001_MCF7_24H:E05,MCF7,F,10 uM,24 h
ASG001_PC3_6H:N05,PC3,M,2.22 uM,6 h
ASG002_OVK18_24H:G14,OVK18,F,1.11 uM,24 h
ASG001_MCF7_6H:E05,MCF7,F,10 uM,6 h
ASG003_U2OS_48H:F06,U2OS,F,0.12 uM,48 h
ASG002_MELHO_24H:G13,MELHO,F,10 uM,24 h
ASG002_TOV112D_24H:G14,TOV112D,F,1.11 uM,24 h
ASG003_U2OS_24H:F05,U2OS,F,1.11 uM,24 h
ASG002_MDAMB468_24H:G14,MDAMB468,F,1.11 uM,24 h
ASG001_MCF7_24H:K05,MCF7,F,0.37 uM,24 h
ASG002_AGS_24H:G14,AGS,F,1.11 uM,24 h
ASG003_U2OS_6H:F04,U2OS,F,10 uM,6 h
ASG002_A375_24H:G15,A375,F,0.12 uM,24 h
ASG002_HCC95_24H:G15,HCC95,M,0.12 uM,24 h
ASG001_MCF7_6H:M05,MCF7,F,10 uM,6 h
ASG003_A549_48H:F06,A549,M,0.12 uM,48 h
ASG002_HEC1A_24H:G14,HEC1A,F,1.11 uM,24 h
ASG002_TOV112D_24H:G15,TOV112D,F,0.12 uM,24 h
ASG001_MCF7_24H:A05,MCF7,F,10 uM,24 h
ASG002_BT474_24H:G15,BT474,F,0.12 uM,24 h
ASG002_LNCAP.FGC_24H:G14,LNCAP,M,1.11 uM,24 h
ASG002_SH4_24H:G15,SH4,F,0.12 uM,24 h
ASG002_BC3C_24H:G15,BC3C,F,0.12 uM,24 h
ASG002_HEC265_24H:G15,HEC265,F,0.12 uM,24 h
ASG002_SNU407_24H:G13,SNU407,M,10 uM,24 h
ASG002_HEC151_24H:G15,HEC151,F,0.12 uM,24 h
ASG002_A204_24H:G13,A204,F,10 uM,24 h
ASG002_OVK18_24H:G15,OVK18,F,0.12 uM,24 h
ASG001_MCF7_6H:D05,MCF7,F,0.08 uM,6 h
ASG002_IM95_24H:G14,IM95,M,1.11 uM,24 h
ASG002_SH4_24H:G14,SH4,F,1.11 uM,24 h
ASG001_MCF7_24H:M05,MCF7,F,10 uM,24 h
ASG001_MCF7_24H:G05,MCF7,F,0.37 uM,24 h
ASG002_YH13_24H:G13,YH13,M,10 uM,24 h
ASG002_COV434_24H:G15,COV434,F,0.12 uM,24 h
ASG001_MCF7_6H:A05,MCF7,F,10 uM,6 h
ASG002_U251MG_24H:G13,U251MG,M,10 uM,24 h
ASG002_RCC10RGB_24H:G15,RCC10RGB,M,0.12 uM,24 h
ASG002_COV434_24H:G13,COV434,F,10 uM,24 h
ASG001_PC3_6H:D24,PC3,M,0.08 uM,6 h
ASG003_U2OS_48H:F04,U2OS,F,10 uM,48 h
ASG002_HEC251_24H:G13,HEC251,F,10 uM,24 h
ASG001_MCF7_24H:F05,MCF7,F,2.22 uM,24 h
ASG002_A204_24H:G15,A204,F,0.12 uM,24 h
ASG002_TC32_24H:G13,TC32,F,10 uM,24 h
ASG002_HT29_24H:G15,HT29,F,0.12 uM,24 h
ASG003_MCF7_24H:F04,MCF7,F,10 uM,24 h
ASG001_MCF7_6H:I05,MCF7,F,10 uM,6 h
ASG002_AGS_24H:G13,AGS,F,10 uM,24 h
ASG002_NCIH841_24H:G14,NCIH841,M,1.11 uM,24 h
ASG001_PC3_6H:O05,PC3,M,0.37 uM,6 h
ASG002_MKN45_24H:G13,MKN45,F,10 uM,24 h
ASG002_LNCAP.FGC_24H:G15,LNCAP,M,0.12 uM,24 h
ASG001_MCF7_6H:K05,MCF7,F,0.37 uM,6 h
ASG001_PC3_6H:B05,PC3,M,2.22 uM,6 h
ASG001_PC3_24H:BRD-K81418486-001-24-4:10,PC3,M,10 uM,24 h
ASG001_MCF7_6H:C05,MCF7,F,0.37 uM,6 h
ASG003_U2OS_6H:F06,U2OS,F,0.12 uM,6 h
ASG002_ES2_24H:G15,ES2,F,0.12 uM,24 h
ASG002_BC3C_24H:G13,BC3C,F,10 uM,24 h
ASG002_OC316_24H:G14,OC316,F,1.11 uM,24 h
ASG002_NCIH1573_24H:G13,NCIH1573,F,10 uM,24 h
ASG001_MCF7_24H:H05,MCF7,F,0.08 uM,24 h
ASG002_MCF7_24H:G15,MCF7,F,0.12 uM,24 h
ASG002_OC316_24H:G15,OC316,F,0.12 uM,24 h
ASG002_HEC108_24H:G14,HEC108,F,1.11 uM,24 h
ASG002_SKMEL3_24H:G13,SKMEL3,F,10 uM,24 h
ASG001_PC3_24H:BRD-K81418486-001-24-4:0.4,PC3,M,0.37 uM,24 h
ASG002_NCIH841_24H:G13,NCIH841,M,10 uM,24 h
ASG002_A549_24H:G14,A549,M,1.11 uM,24 h
ASG001_MCF7_6H:D24,MCF7,F,0.08 uM,6 h
ASG002_TC32_24H:G15,TC32,F,0.12 uM,24 h
ASG002_U251MG_24H:G14,U251MG,M,1.11 uM,24 h
ASG001_MCF7_24H:L05,MCF7,F,0.08 uM,24 h
ASG002_COV434_24H:G14,COV434,F,1.11 uM,24 h
ASG002_NCIH2172_24H:G14,NCIH2172,F,1.11 uM,24 h
ASG001_MCF7_6H:O05,MCF7,F,0.37 uM,6 h
ASG003_U2OS_48H:F05,U2OS,F,1.11 uM,48 h
ASG001_MCF7_6H:B05,MCF7,F,2.22 uM,6 h
ASG001_MCF7_24H:D24,MCF7,F,0.08 uM,24 h
ASG002_IM95_24H:G15,IM95,M,0.12 uM,24 h
ASG002_SKES1_24H:G15,SKES1,M,0.12 uM,24 h
ASG002_HEC265_24H:G13,HEC265,F,10 uM,24 h
ASG001_MCF7_24H:I05,MCF7,F,10 uM,24 h
ASG002_MKN45_24H:G14,MKN45,F,1.11 uM,24 h
ASG002_BEN_24H:G14,BEN,M,1.11 uM,24 h
ASG002_OVTOKO_24H:G13,OVTOKO,F,10 uM,24 h
ASG001_PC3_6H:E05,PC3,M,10 uM,6 h
ASG003_MCF7_48H:F05,MCF7,F,1.11 uM,48 h
ASG003_U2OS_24H:F04,U2OS,F,10 uM,24 h
ASG002_YH13_24H:G14,YH13,M,1.11 uM,24 h
ASG002_NCIH838_24H:G15,NCIH838,M,0.12 uM,24 h
ASG002_SNU407_24H:G15,SNU407,M,0.12 uM,24 h
ASG003_MCF7_6H:F05,MCF7,F,1.11 uM,6 h
ASG002_OVK18_24H:G13,OVK18,F,10 uM,24 h
ASG002_A549_24H:G15,A549,M,0.12 uM,24 h
ASG002_BEN_24H:G15,BEN,M,0.12 uM,24 h
ASG002_HEC1A_24H:G13,HEC1A,F,10 uM,24 h
ASG002_OVTOKO_24H:G14,OVTOKO,F,1.11 uM,24 h
ASG002_HCC1588_24H:G13,HCC1588,F,10 uM,24 h
ASG003_MCF7_24H:F05,MCF7,F,1.11 uM,24 h
ASG002_HCC1588_24H:G14,HCC1588,F,1.11 uM,24 h
ASG003_MCF7_6H:F06,MCF7,F,0.12 uM,6 h
ASG002_CAL29_24H:G14,CAL29,F,1.11 uM,24 h
ASG002_G401_24H:G15,G401,M,0.12 uM,24 h
ASG002_MELHO_24H:G14,MELHO,F,1.11 uM,24 h
ASG002_GP2D_24H:G15,GP2D,F,0.12 uM,24 h
ASG001_MCF7_24H:B05,MCF7,F,2.22 uM,24 h
ASG003_MCF7_48H:F06,MCF7,F,0.12 uM,48 h
ASG002_HEC1A_24H:G15,HEC1A,F,0.12 uM,24 h
ASG002_YAPC_24H:G14,YAPC,M,1.11 uM,24 h
ASG002_JHH5_24H:G14,JHH5,M,1.11 uM,24 h
ASG002_OC316_24H:G13,OC316,F,10 uM,24 h
ASG002_A375_24H:G13,A375,F,10 uM,24 h
ASG002_JHH7_24H:G14,JHH7,M,1.11 uM,24 h
ASG002_BC3C_24H:G14,BC3C,F,1.11 uM,24 h
ASG002_JHH7_24H:G13,JHH7,M,10 uM,24 h
ASG002_A549_24H:G13,A549,M,10 uM,24 h
ASG001_MCF7_6H:J05,MCF7,F,2.22 uM,6 h
ASG002_OAW28_24H:G14,OAW28,F,1.11 uM,24 h
ASG002_SKES1_24H:G13,SKES1,M,10 uM,24 h
ASG002_OAW28_24H:G15,OAW28,F,0.12 uM,24 h
ASG002_HT29_24H:G13,HT29,F,10 uM,24 h
ASG002_NCIH1437_24H:G15,NCIH1437,M,0.12 uM,24 h
ASG002_YAPC_24H:G15,YAPC,M,0.12 uM,24 h
ASG001_PC3_6H:I05,PC3,M,10 uM,6 h
ASG001_MCF7_6H:L05,MCF7,F,0.08 uM,6 h
ASG003_A549_24H:F05,A549,M,1.11 uM,24 h
ASG002_BT474_24H:G14,BT474,F,1.11 uM,24 h
ASG002_RCC10RGB_24H:G14,RCC10RGB,M,1.11 uM,24 h
ASG001_MCF7_24H:N05,MCF7,F,2.22 uM,24 h
ASG001_PC3_6H:M05,PC3,M,10 uM,6 h
ASG001_PC3_24H:BRD-K81418486-001-24-4:0.08,PC3,M,0.08 uM,24 h
ASG002_HEC251_24H:G14,HEC251,F,1.11 uM,24 h
ASG002_AGS_24H:G15,AGS,F,0.12 uM,24 h
ASG001_PC3_6H:G05,PC3,M,0.37 uM,6 h
ASG002_MKN45_24H:G15,MKN45,F,0.12 uM,24 h
ASG002_TC32_24H:G14,TC32,F,1.11 uM,24 h
ASG002_NCIH838_24H:G14,NCIH838,M,1.11 uM,24 h
ASG002_22RV1_24H:G13,22RV1,M,10 uM,24 h
ASG002_NCIH838_24H:G13,NCIH838,M,10 uM,24 h
ASG003_A549_24H:F04,A549,M,10 uM,24 h
ASG002_U251MG_24H:G15,U251MG,M,0.12 uM,24 h
ASG003_U2OS_6H:F05,U2OS,F,1.11 uM,6 h
ASG003_MCF7_6H:F04,MCF7,F,10 uM,6 h
ASG002_BICR6_24H:G13,BICR6,M,10 uM,24 h
ASG002_SNU407_24H:G14,SNU407,M,1.11 uM,24 h
ASG002_RCC10RGB_24H:G13,RCC10RGB,M,10 uM,24 h
ASG002_ZR751_24H:G13,ZR751,F,10 uM,24 h
ASG002_PC3_24H:G14,PC3,M,1.11 uM,24 h
CPC005_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC011_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC006_THP1_6H:J17,THP1,M,12 uM,6 h
CPC011_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC010_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC014_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC009_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC007_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC008_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC006_HCC515_6H:B04,HCC515,F,10 uM,6 h
CPC007_A549_24H:BRD-K81418486-001-21-0:10,A549,M,10 uM,24 h
CPC006_AGS_6H:BRD-K81418486:10,AGS,F,10 uM,6 h
CPC014_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC006_EFO27_6H:BRD-K81418486:10,EFO27,F,10 uM,6 h
CPC010_A375_6H:D02,A375,F,10 uM,6 h
CPC005_MCF7_6H:B04,MCF7,F,10 uM,6 h
CPC002_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC006_EFO27_6H:BRD-K81418486-001-13-7:11.1,EFO27,F,12 uM,6 h
CPC004_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC003_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC005_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC006_SNU1040_6H:BRD-K81418486-001-13-7:11.1,SNU1040,M,12 uM,6 h
CPC006_OV7_6H:BRD-K81418486:10,OV7,F,10 uM,6 h
CPC009_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC008_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC006_NCIH1694_6H:BRD-K81418486-001-13-7:11.1,NCIH1694,M,12 uM,6 h
CPC011_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC008_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC014_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC020_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC020_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC008_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC006_NCIH1694_6H:BRD-K81418486:10,NCIH1694,M,10 uM,6 h
CPC006_PC3_24H:J17,PC3,M,12 uM,24 h
CPC005_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC010_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC006_PC3_6H:BRD-K81418486-001-13-7:11.1,PC3,M,12 uM,6 h
CPC012_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC005_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC006_SNU1040_6H:BRD-K81418486:10,SNU1040,M,10 uM,6 h
CPC010_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC007_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC010_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC015_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC007_A375_6H:H18,A375,F,10 uM,6 h
CPC006_RMUGS_6H:B04,RMUGS,F,10 uM,6 h
CPC007_HCC515_6H:BRD-K81418486-001-21-0:10,HCC515,F,10 uM,6 h
CPC001_PC3_24H:B04,PC3,M,10 uM,24 h
CPC008_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC007_MCF7_6H:BRD-K81418486-001-21-0:10,MCF7,F,10 uM,6 h
CPC006_CORL23_6H:BRD-K81418486-001-13-7:11.1,CORL23,M,12 uM,6 h
CPC009_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC005_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
CPC013_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC019_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC007_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
CPC012_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC006_SW620_6H:J17,SW620,M,12 uM,6 h
CPC003_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC013_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC019_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC006_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC006_T3M10_6H:BRD-K81418486-001-13-7:11.1,T3M10,M,12 uM,6 h
CPC016_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC007_VCAP_24H:H18,VCAP,M,10 uM,24 h
CPC006_HT29_24H:BRD-K81418486:10,HT29,F,10 uM,24 h
CPC006_SW948_6H:J17,SW948,F,12 uM,6 h
CPC007_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC011_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC006_JHUEM2_6H:BRD-K81418486-001-13-7:11.1,JHUEM2,F,12 uM,6 h
CPC004_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC006_HT29_6H:J17,HT29,F,12 uM,6 h
CPC006_CL34_6H:BRD-K81418486:10,CL34,F,10 uM,6 h
CPC020_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC003_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC006_SNUC5_6H:BRD-K81418486:10,SNUC5,F,10 uM,6 h
CPC011_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC007_MCF7_24H:BRD-K81418486-001-21-0:10,MCF7,F,10 uM,24 h
CPC007_VCAP_6H:D02,VCAP,M,10 uM,6 h
CPC009_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC018_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC007_HT29_24H:BRD-K81418486-001-21-0:10,HT29,F,10 uM,24 h
CPC006_HT29_24H:BRD-K81418486-001-13-7:11.1,HT29,F,12 uM,24 h
CPC007_VCAP_24H:D02,VCAP,M,10 uM,24 h
CPC006_DV90_6H:BRD-K81418486-001-13-7:11.1,DV90,M,12 uM,6 h
CPC006_NCIH1836_6H:BRD-K81418486:10,NCIH1836,M,10 uM,6 h
CPC016_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC011_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC011_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC006_RMGI_6H:BRD-K81418486-001-13-7:11.1,RMGI,F,12 uM,6 h
CPC006_NOMO1_6H:BRD-K81418486:10,NOMO1,F,10 uM,6 h
CPC006_NCIH2073_6H:BRD-K81418486:10,NCIH2073,F,10 uM,6 h
CPC008_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC009_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC012_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC006_A549_6H:BRD-K81418486-001-13-7:11.1,A549,M,12 uM,6 h
CPC006_NCIH2073_6H:BRD-K81418486-001-13-7:11.1,NCIH2073,F,12 uM,6 h
CPC002_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC015_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC007_VCAP_6H:H18,VCAP,M,10 uM,6 h
CPC006_A375_6H:B04,A375,F,10 uM,6 h
CPC006_NCIH1836_6H:BRD-K81418486-001-13-7:11.1,NCIH1836,M,12 uM,6 h
CPC006_HEPG2_6H:BRD-K81418486-001-13-7:11.1,HEPG2,M,12 uM,6 h
CPC013_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC002_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC004_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC019_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC008_A375_6H:B04,A375,F,10 uM,6 h
CPC004_HCC515_24H:BRD-K81418486:10,HCC515,F,10 uM,24 h
CPC013_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC007_A375_24H:BRD-K81418486-001-21-0:10,A375,F,10 uM,24 h
CPC020_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC014_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC006_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC019_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC006_JHUEM2_6H:BRD-K81418486:10,JHUEM2,F,10 uM,6 h
CPC006_COV644_6H:BRD-K81418486-001-13-7:11.1,COV644,F,12 uM,6 h
CPC003_HCC515_24H:BRD-K81418486:10,HCC515,F,10 uM,24 h
CPC006_TYKNU_6H:BRD-K81418486-001-13-7:11.1,TYKNU,F,12 uM,6 h
CPC006_HCC15_6H:J17,HCC15,M,12 uM,6 h
CPC016_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC005_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC007_PC3_24H:BRD-K81418486-001-21-0:10,PC3,M,10 uM,24 h
CPC012_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC006_SNUC4_6H:BRD-K81418486-001-13-7:11.1,SNUC4,M,12 uM,6 h
CPC006_SNGM_6H:BRD-K81418486:10,SNGM,F,10 uM,6 h
CPC006_CORL23_6H:BRD-K81418486:10,CORL23,M,10 uM,6 h
CPC006_HT29_6H:B04,HT29,F,10 uM,6 h
CPC012_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC018_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC006_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
CPC007_PC3_6H:BRD-K81418486-001-21-0:10,PC3,M,10 uM,6 h
CPC008_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC006_PC3_24H:B04,PC3,M,10 uM,24 h
CPC006_HCT116_6H:BRD-K81418486:10,HCT116,M,10 uM,6 h
CPC008_A375_24H:BRD-K81418486:10,A375,F,10 uM,24 h
CPC015_MCF7_6H:B04,MCF7,F,10 uM,6 h
CPC006_HEC108_6H:J17,HEC108,F,12 uM,6 h
CPC005_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC016_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC006_MCF7_6H:BRD-K81418486-001-13-7:11.1,MCF7,F,12 uM,6 h
CPC006_U937_6H:BRD-K81418486-001-13-7:11.1,U937,M,12 uM,6 h
CPC006_PL21_6H:BRD-K81418486:10,PL21,M,10 uM,6 h
CPC009_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC017_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC019_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC006_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC006_A549_24H:BRD-K81418486-001-13-7:11.1,A549,M,12 uM,24 h
CPC004_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC017_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC006_VCAP_24H:BRD-K81418486-001-13-7:11.1,VCAP,M,12 uM,24 h
CPC003_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC006_T3M10_6H:BRD-K81418486:10,T3M10,M,10 uM,6 h
CPC004_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC006_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC011_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC006_PL21_6H:BRD-K81418486-001-13-7:11.1,PL21,M,12 uM,6 h
CPC006_SKMEL1_6H:BRD-K81418486:10,SKMEL1,M,10 uM,6 h
CPC006_HEC108_6H:B04,HEC108,F,10 uM,6 h
CPC006_HCC515_24H:B04,HCC515,F,10 uM,24 h
CPC006_NCIH508_6H:BRD-K81418486-001-13-7:11.1,NCIH508,M,12 uM,6 h
CPC006_CL34_6H:BRD-K81418486-001-13-7:11.1,CL34,F,12 uM,6 h
CPC017_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC017_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC007_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC006_WSUDLCL2_6H:BRD-K81418486-001-13-7:11.1,WSUDLCL2,M,12 uM,6 h
CPC009_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC002_HCC515_24H:BRD-K81418486:10,HCC515,F,10 uM,24 h
CPC006_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC004_VCAP_24H:B04,VCAP,M,10 uM,24 h
CPC014_MCF7_6H:B04,MCF7,F,10 uM,6 h
CPC017_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC013_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC006_SNUC5_6H:BRD-K81418486-001-13-7:11.1,SNUC5,F,12 uM,6 h
CPC019_PC3_24H:B04,PC3,M,10 uM,24 h
CPC013_A375_6H:BRD-K81418486:10,A375,F,10 uM,6 h
CPC006_SKM1_6H:BRD-K81418486:10,SKM1,M,10 uM,6 h
CPC007_HT29_6H:BRD-K81418486-001-21-0:10,HT29,F,10 uM,6 h
CPC006_SKLU1_6H:BRD-K81418486-001-13-7:11.1,SKLU1,F,12 uM,6 h
CPC006_RMGI_6H:BRD-K81418486:10,RMGI,F,10 uM,6 h
CPC001_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC011_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC007_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC005_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC006_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC010_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC009_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC001_HCC515_24H:BRD-K81418486:10,HCC515,F,10 uM,24 h
CPC014_A375_6H:B04,A375,F,10 uM,6 h
CPC001_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC018_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC010_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC019_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC017_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC006_NCIH596_6H:BRD-K81418486-001-13-7:11.1,NCIH596,M,12 uM,6 h
CPC010_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC014_PC3_6H:BRD-K81418486:10,PC3,M,10 uM,6 h
CPC010_HEPG2_6H:BRD-K81418486:10,HEPG2,M,10 uM,6 h
CPC001_VCAP_24H:B04,VCAP,M,10 uM,24 h
CPC009_VCAP_24H:BRD-K81418486:10,VCAP,M,10 uM,24 h
CPC020_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC006_THP1_6H:B04,THP1,M,10 uM,6 h
CPC006_NCIH508_6H:BRD-K81418486:10,NCIH508,M,10 uM,6 h
CPC004_HT29_6H:BRD-K81418486:10,HT29,F,10 uM,6 h
CPC018_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC011_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC012_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC006_SW480_6H:BRD-K81418486-001-13-7:11.1,SW480,M,12 uM,6 h
CPC019_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC014_A549_24H:BRD-K81418486:10,A549,M,10 uM,24 h
CPC015_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC006_HCC515_24H:J17,HCC515,F,12 uM,24 h
CPC010_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC006_HCT116_6H:BRD-K81418486-001-13-7:11.1,HCT116,M,12 uM,6 h
CPC004_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC004_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC008_MCF7_24H:BRD-K81418486:10,MCF7,F,10 uM,24 h
CPC012_A375_6H:B04,A375,F,10 uM,6 h
CPC006_HCC15_6H:B04,HCC15,M,10 uM,6 h
CPC019_VCAP_6H:BRD-K81418486:10,VCAP,M,10 uM,6 h
CPC006_WSUDLCL2_6H:BRD-K81418486:10,WSUDLCL2,M,10 uM,6 h
CPC017_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
CPC008_HCC515_6H:BRD-K81418486:10,HCC515,F,10 uM,6 h
CPC013_MCF7_6H:BRD-K81418486:10,MCF7,F,10 uM,6 h
CPC020_PC3_24H:BRD-K81418486:10,PC3,M,10 uM,24 h
CPC014_A549_6H:BRD-K81418486:10,A549,M,10 uM,6 h
